v1,v2
ham,"스미싱 문자 주의 안내 [Web발신] [SKT] 스미싱 문자 주의 안내  설명절에 앞서 정부지원금 지급대상, 택배 배송·교통범칙금 조회 등을 사칭한 스미싱 문자가 예상되오니 피해예방을 위해 다음 유의사항을 안내 드립니다.  1. 택배 조회, 명절 인사, 모바일 상품권·승차권·공연예매권 증정, 지인 사칭 등의 의심 문자와 정부지원금 지급대상, 교통범칙금을 가장한 문자에 포함된 출처가 불명확한 인터넷주소(URL) 또는 전화번호를 클릭하지 마세요.  2. 출처를 알 수 없는 앱은 함부로 설치되지 않도록 스마트폰 보안설정을 강화하고, 앱 다운로드는 받은 문자의 링크를 통해 받지 말고 공인된 열린시장(오픈마켓)을 통해 설치할 것을 당부 드립니다.  3. 의심 문자를 받았거나 악성앱 감염이 의심되는 경우, 국번없이 118센터(☎118)로 신고하시기 바랍니다."
ham,"고객님의 1월 온가족플랜 가족 총 할인액은 20,100원입니다(유선 포함, VAT별도)"
ham,"[Web발신] [T아이디] 새로운 기기에서 T world에 로그인  김*선님의 아이디sd********@*********이 새로운 기기 또는 브라우저에서 로그인 되었습니다. 아래의 로그인 정보를 확인해 주세요.  [로그인 정보] 일시: 2023년 02월 12일(일) 오후 05시 16분 기기(OS)정보: iOS(iOS 16_0) 접속 서비스: T world  회원님의 활동이 아니라면 안전한 사용을 위해 T아이디 포탈(www.skt-id.co.kr)에서 기기 로그아웃 및 비밀번호를 변경해주세요.  *동일한 휴대폰, PC라도 다른 브라우저에서 로그인하면 알림이 발송될 수 있으니 접속기기와 접속시간을 잘 확인해주세요."
ham,"[SKT]100건/월의 웹무료문자가 매월 제공(네이트온,T월드)문의:114"
ham,"[SKT] T 멤버십 카드 발급 안내 [Web발신] [SKT] 고객님께서 신청하신 모바일 T 멤버십 카드번호는 ****-****-****-**** 입니다.  별도의 플라스틱 카드는 배송되지 않으며, T 멤버십 앱 다운 후 바로 사용 가능하십니다.  ▶ T 멤버십 앱 다운로드 하기 ☞    - ONE Store ▷ http://bit.ly/37okJFs    - 앱스토어 ▷ https://apple.co/2OnMmpO  고객님의 T 멤버십 카드에는 OK 캐쉬백 적립 및 활용 기능이 탑재되었습니다.  고객님께서는 T 멤버십 카드를 활용한 OK 캐쉬백 적립 및 활용을 위해 (주)SK플래닛으로의 개인정보 제공에 동의하셨습니다. 동의 내용을 변경하시고자 한다면, 멤버십 탈퇴 후 재가입 처리해주시기 바랍니다.   카드 등급 조회, 정보 조회/수정, 멤버십 탈퇴/재가입 등 멤버십 관련 모든 업무는 T 멤버십 앱/고객센터를 통해 가능합니다.  감사합니다. "
ham,"고객님의 2월 온가족플랜 가족 총 할인액은 20,100원입니다(유선 포함, VAT별도)"
ham,"[SK텔레콤] 3월 한 달 동안 데이터 30GB가 무료로 제공됩니다. [Web발신] [SKT] 3월 데이터(30GB) 무료 제공 안내  고객님, 안녕하세요. 가계 통신비 부담을 덜어 드리기 위해 3월 한 달 동안 <데이터 30GB>를 무료로 제공해 드립니다.   ■ 혜택 안내 - 기간: 2023년 3월 1일(수)~3월 31일(금) - 혜택: 데이터 30GB 추가 제공(무료) ※ 따로 신청하지 않으셔도 자동으로 적용됩니다.  ■ 유의 사항 - 이 문자는 2023년 2월 19일(일) 이용 요금제 기준으로 혜택 대상 고객님께 발송되었습니다.  - 2023년 3월 1일(수)까지 혜택을 받을 수 있는 요금제를 유지하셔야 추가 데이터 혜택(30GB 무료)이 제공됩니다.  자세한 내용은 T 월드 공지 사항을 참고해 주시기 바랍니다.  ▶ T 월드 공지 사항 보기: https://m.tworld.co.kr/customer/svc-info/notice?ntcId=21967  ■ 문의: SKT 고객센터(114)  SKT와 함께해 주셔서 감사합니다."
ham,"[SKT안내] [Web발신] [SKT] 0플랜 슈퍼히어로의 기본제공 영상/부가통화를 처음 사용하셨습니다. 0플랜 슈퍼히어로의 기본제공 영상/부가통화가 299분39초 남았습니다.  ※ '부가통화'란   콜센터 등 전국 대표번호(예:1599,1588,02-1588 등)와 050, 060, 013 등으로 시작되는 번호로 발신한 통화입니다.  기본 제공량 소진 후에는 사용하시는 만큼 요금(음성 1.98원/초, 영상 3.3원/초) 부과되오니 유의하시기 바랍니다."
ham,"고객 만족도 설문 조사에 참여해주세요 [Web발신] [SKT] 고객 만족도 조사 안내  고객님, 안녕하세요. SK텔레콤을 이용해주셔서 감사합니다. 더 나은 서비스를 드리기 위해 설문 조사를 진행하고 있습니다. 잠시 시간을 내어 고객님의 소중한 의견을 들려주세요.  ▶ 설문 참여하기(1분 소요) http://www.skt-survey.com/m/20230127CMP001/90FAEDAC4A82A17E115D9932219E8EC5  ※ 답변해주신 내용은 통계 분석에만 쓰이며, 다른 목적으로는 이용되지 않습니다.  고객님의 소중한 의견에 귀 기울여 더 큰 만족을 드리는 SK텔레콤이 되겠습니다.  무료 수신거부 1504"
ham,"[SKT안내] [Web발신] [SKT] 테더링(핫스팟)으로 사용 가능한 데이터를 모두 사용하셨습니다. * 기본 제공 데이터 한도(테더링/공유 외)를 모두 사용한 경우, 일반 데이터 사용시에도 테더링 한도에서 차감될 수 있음"
ham,"[SKT안내] [Web발신] [SKT] 테더링(핫스팟)으로 사용 가능한 데이터 80% 소진, 4090MB 남았습니다. * 기본 제공 데이터 한도(테더링/공유 외)를 모두 사용한 경우, 일반 데이터 사용시에도 테더링 한도에서 차감될 수 있음"
ham,"[SKT] 불법 스팸 문자전송 아르바이트를 주의하세요 [Web발신] [SKT] 불법 스팸 문자전송 아르바이트 주의안내  고객님, 안녕하세요. 최근 페이스북 등 SNS를 통해 <초간단 문자 단순 알바>와 같은 광고로 청소년을 유인해 불법 스팸(도박 등) 문자를 전송하도록 하는 아르바이트가 확산되고 있습니다.  문자만 보내는 단순한 아르바이트라고 생각해서는 안 됩니다. 불법 스팸 문자를 전송하는 행위는 관련 법에 의해 휴대폰 이용 정지 또는 해지, 과태료 부과, 형사 처벌의 대상이 될 수 있습니다.  ■ 불법 스팸 문자 전송 아르바이트 사례 - 문자 알바 주급 5만 원, 문자 100건당 5만 원 지급, 회사에서 합법적으로 의뢰한 광고라 피해가 없다는 등의 문구로 청소년을 유인 후 불법 스팸 문자를 전송하도록 함.  청소년은 물론 부모님, 주변 지인분들은 각별히 주의해 주시기 바랍니다.  SKT와 함께해 주셔서 감사합니다."
ham,"[SKT]자동납부인출예정안내 [Web발신] [SKT] 자동납부 안내  김**선고객님께 알려드립니다. 고객님의 휴대폰 요금이 자동납부를 통해 추가로 인출될 예정입니다.(2023/03/23 기준)  [상세 내용] ① 서비스번호: 이동전화 010-34**-3*** ② 납부하실 금액: 8,260원 ③ 자동납부 추가인출 예정일: 03.24/03.28~04.04/04.06/04.11 ④ 은행명: 농협 ⑤ 계좌번호: 3021***** ⑥ 자동납부 접수번호: 6421762823 (자동납부 관련 상담 시 접수번호로 문의 가능)  [유의사항] ①정상적으로 인출될 수 있도록 통장의 잔액을 확인해 주시기 바랍니다. ②이달 말까지 납부되지 않으면 두 달 후에 2%의 연체가산금이 청구됩니다. (단, 휴대폰결제 가산금은 휴대폰결제사 별도기준에 따라 부과) ③자동납부가 어려우시면 다른 요금납부 채널을 이용하실 수 있습니다.(입금 전용계좌 납부 등)  [모바일티월드에서 확인] https://skt.sh/Amx6X  [SK텔레콤 고객센터] - 이동전화: 휴대폰 114(무료) - 유선서비스: 080-816-2000(무료)  SK텔레콤과 함께해 주셔서 감사합니다."
ham,"[리필쿠폰 발급안내] [Web발신] [SKT] 리필 쿠폰 발급 안내  고객님, 안녕하세요. SK텔레콤과 오랫동안 함께해주신 고객님께 감사의 마음을 담아 <리필 쿠폰>을 드립니다. 가족에게도 선물하실 수 있는 리필 쿠폰을 알차게 사용해 보세요.  ■ 리필 쿠폰 안내 - 지급 대상: 2년 이상 SK텔레콤을 이용하신 고객님 - 지급 개수: 가입 기간에 따라 연 4~6개 지급 - 유효 기간: 발급일로부터 1년 - 혜택: 기본 제공 데이터(100% 또는 일부), 음성통화(20%) 중 택1하여 무료 리필 ※ 데이터 무제한 요금제를 이용하시는 고객님이 리필 쿠폰을 직접 사용하시는 경우, 음성통화만 충전하실 수 있습니다.  ■ 리필 쿠폰 사용 방법 ① 모바일 T월드: https://m.tworld.co.kr/myt-data/recharge/coupon ② 리필 전용 모바일 페이지: http://refill.sktcoupon.co.kr * 회원가입 또는 로그인을 하지 않아도 쿠폰을 확인하고 사용하실 수 있습니다. ③ ARS통화(무료): 1526 ④ 상담 챗봇 채티 서비스(T전화 앱): https://bit.ly/3NmxjtA ※ T월드 홈페이지/앱/매장, SKT 고객센터(114)에서도 확인 및 사용 가능  ■ 유의 사항 - 월 최대 1개 사용 가능 - 유효 기간: 발급일로부터 1년(미사용 시 자동 소멸) - 리필 쿠폰은 1년 단위로 가입년수 갱신 시점마다 새롭게 제공 ※ 자세한 내용은 쿠폰 사용 전에 안내되는 유의 사항을 확인해 주시기 바랍니다.  ■ 문의: 114 SKT와 함께해주셔서 감사합니다."
ham,"[SK텔레콤] 0플랜 슈퍼히어로 요금제 데이터 제공 기준이 변경됩니다. [Web발신] [SKT] 0플랜 슈퍼히어로 요금제 데이터 제공 기준 변경 안내  고객님, 안녕하세요. 2023년 5월 1일(월)부로 고객님께서 이용 중인 <0플랜 슈퍼히어로> 요금제의 테더링 및 공유 데이터 한도가 통합됩니다. 이용에 참고해 주시기 바랍니다.  ■ 요금제 데이터 제공 기준 변경 안내 ① 변경일: 2023년 5월 1일(월) ② 변경 내용 - 변경 전: 데이터 기본 제공량 중 테더링 이용 한도 20GB, 공유 데이터 이용 한도 20GB - 변경 후: 데이터 기본 제공량 중 테더링 및 공유 데이터 통합 이용 한도 40GB   ■ 유의 사항 - 테더링 및 공유 데이터 이용 한도는 요금제의 데이터 기본 제공량에 포함되어 있습니다. 테더링 또는 공유 데이터를 사용하시면 데이터 기본 제공량도 동시에 줄어듭니다. - 위 한도는 테더링과 공유 데이터를 제외한 일반 데이터의 사용량에 따라 달라질 수 있습니다. ※ 예) 데이터 기본 제공량 100GB 중 테더링 또는 공유형 서비스(함께쓰기, 선물하기 등)를 제외한 일반 데이터를 70GB 사용한 경우, 테더링 및 공유 데이터 통합 이용 한도는 30GB로 변경됩니다.  ■ 문의: SKT 고객센터(114)  SKT와 함께해 주셔서 감사합니다."
ham,[SKT] 요금제 자동전환 안내 [Web발신] [SKT] 0플랜 슈퍼히어로 사용기간 만료 사전 안내 고객님께서 사용 중인 0플랜 슈퍼히어로 요금제의 사용 기간이 08월01일자로 만료될 예정입니다.  ※ 참고. 0플랜 슈퍼히어로 요금제는 전역일자가 포함된 월의 말일까지 사용 가능합니다. 사용 기간 만료 이후에는 0플랜 라지 요금제로 자동 변경됩니다. 보다 자세한 내용은 고객센터(114)로 문의 부탁 드립니다.
ham,"고객님의 5월 온가족플랜 가족 총 할인액은 20,100원입니다(유선 포함, VAT별도)"
ham,"T 플러스포인트 소멸 예정 안내 [Web발신] ○ T 플러스포인트 소멸 예정 안내   ● 소멸예정 T 플러스포인트 5P (05/20 09:00 기준)   ● 소멸예정일 2023/05/31 24:00   ※ T 플러스포인트는 T 멤버십 연간 할인 한도 무제한 혜택과는 별도로 T 멤버십 제휴처에서 사용하실 수 있는 새로운 혜택입니다.   ○ T 플러스포인트 사용처   ● T 멤버십 제휴처 (T 멤버십 앱에서 포인트 사용 혜택 브랜드 확인 가능)   ● T 멤버십 앱 내 T 우주, 기프티콘, 열린멤버십 착한소비 등     - T 멤버십 앱 바로가기 : https://bit.ly/3BWhqVK   ○ T 플러스포인트 유효기간   ● 각종 이벤트 참여 및 포인트 쿠폰을 통해 적립되는 T 플러스포인트의 유효기간은 3개월입니다.   ● T 멤버십 적립형 선택 시 T 멤버십 제휴처에서 적립되는 T 플러스포인트의 유효기간은 5년입니다.   할인과 적립은 자유롭게, 혜택은 다양하게! T membership   문의 : SKT 고객센터 (114)"
ham,"경찰청 보이스피싱 특별 신고 캠페인 기간을 안내드립니다. [Web발신] [SKT] 경찰청 보이스피싱 특별 신고 캠페인 기간 안내  고객님, 안녕하세요.  SK텔레콤은 경찰청과 협력해 고객님의 안전한 통신 생활을 위해 최선을 다하고 있습니다.  2023년 7월 12일(수)~10월 11일(수)은 경찰청에서 운영하는 보이스피싱 특별 신고 캠페인 기간입니다.  아래와 비슷한 사례를 보시면 경찰(112)에 신고해 주시기 바랍니다.   ■ 신고 사례(검거 보상금 최대 1억 원) ① ""수상한 사람이 ATM에서 쇼핑백에 담긴 돈다발을 송금하고 있다.""며 신고해 대리 송금자 검거 ② ""큰 가방을 가지고 택시에 탄 손님이 통화를 하면서 도착지를 계속 바꾸고 있어 보이스피싱이 의심된다.""며 신고해 현금 대리 수거자 검거 ③ ""지인이 보이스피싱 조직의 전화번호를 바꿔 조작할 수 있는 중계기를 차량에 싣고 다닌다.""며 신고해 중계기 관리자 검거  SKT와 함께해 주셔서 감사합니다."
ham,"[Web발신] [SKT] 텔레그램 계정 및 지인사칭 해킹 주의 안내  최근 텔레그램 정상 계정 및 지인을 사칭하여 ‘계정 재인증 및 업데이트’를 빙자,피해자의 휴대전화 해킹을 통해 개인정보를 탈취하고, 악성 앱을 유포하는 수법이 확산되고 있어 다음과 같이 유의사항을 안내드립니다.  1. 출처 불명의 링크(URL) 클릭 절대 금지(지인 명의 메시지라도 전화 등을 통해 확인 후 접속)  2. 텔레그램 개인정보 및 보안인증 강화(비밀번호 입력 후 생체인증 등 추가)  3. 악성 앱 차단·삭제를 위해 V3·피싱아이즈·시티즌코난 등 보안 앱 설치"
ham,[SKT] 0플랜 슈퍼히어로 사용기간 만료 안내 [Web발신] [SKT] 0플랜 슈퍼히어로 사용기간 만료 안내 고객님께서 사용 중인 0플랜 슈퍼히어로 요금제의 사용 기간이 만료되어 0플랜 라지 요금제로 자동 변경되었습니다. 보다 자세한 내용은 고객센터(114)로 문의 부탁 드립니다.
ham,"최신 피싱 범죄에 주의해 주세요. [Web발신] [SKT] 최신 피싱 범죄 주의 안내  고객님, 안녕하세요. 최근 우체국을 사칭한 우편물 또는 넷플릭스, 카카오톡 등 플랫폼 관리자를 사칭한 이메일을 통한 피싱 범죄가 발생하고 있으니 주의해 주세요.  ■ 피해 사례 ① 위조 우편물을 우편함에 두거나 문 앞에 부착해 연락을 유도한 후, 수사 기관을 사칭해 휴대폰에 악성 앱을 설치하거나 가짜 사이트에 접속하도록 해 개인정보 탈취 및 금전 요구 ② 유명 플랫폼(넷플릭스, 카카오톡 등) 관리자를 사칭해 이메일을 보낸 후, 가짜 사이트에 접속하도록 유도해 개인정보와 신용카드 정보 입력 요구 ③ 택배 주소가 맞지 않거나 반송해야 한다며 택배사를 사칭한 악성 앱을 설치하도록 해 금전 이체  ■ 대처 방법 ① 의심스러운 우편물을 받으신 경우, 우편물에 적힌 전화번호가 아닌 해당 기관의 대표 번호로 전화를 걸어 진위를 확인해 주세요. ② 이메일 발신자를 꼼꼼히 확인하고, 수상한 메일에 있는 첨부 파일을 다운받거나 인터넷 주소(URL)를 누르지 마세요. ③ 인터넷 주소(URL)를 누르면 휴대폰에 악성 앱이 설치될 수 있습니다. 모바일 백신(모바일가드, V3, 알약 등)을 이용해 스미싱 및 악성 앱 설치를 예방해 주세요.  SK텔레콤은 고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다. SKT와 함께해 주셔서 감사합니다. "
ham,"T 멤버십 VIP 고객님께 제공되는 VIP Pick 서비스를 안내드립니다. [Web발신] [SKT] T 멤버십 VIP 고객님 대상 VIP Pick 서비스 안내  고객님, 안녕하세요. 고객님의 T 멤버십 등급은 VIP입니다.  T 멤버십 VIP 고객님께 제공되는 VIP Pick 서비스를 안내드립니다.  ■ VIP Pick 서비스 안내(택1) - 롯데시네마 영화 무료 관람권 1장 추가 증정 - 할리스 아메리카노 무료 쿠폰 - CJ더마켓, 롯데면세점 등 인터넷 쇼핑몰 할인  ※ 세 가지 서비스 포함 총 21개의 서비스 중 한 가지를 선택하실 수 있습니다.  ※ 일부 서비스는 다른 서비스와 중복으로 이용하실 수 있습니다.  ▶ 서비스 자세히 보기: http://t-mms.kr/t.do?m=945711&s=21723&a=&u=https://bit.ly/3EkS06l   ■ 유의 사항 - VIP Pick 서비스는 월 1회 사용하실 수 있습니다.  - VIP Pick 서비스는 매달 바뀔 수 있습니다.   ■ 문의: SKT 고객센터(114, 무료)  SKT와 함께해 주셔서 감사합니다."
ham,"[Web발신] [SKT] 추석 명절을 앞두고 택배 배송조회, 정부지원금 안내 등을 사칭한 스미싱 문자 유포가 예상되오니 피해 예방을 위해 다음 유의 사항을 안내드립니다.  1. 택배 조회, 명절 인사, 모바일 상품권·승차권·공연예매권 증정, 지인 사칭 등의 의심 문자와 정부지원사업 지원금 지급대상, 소상공인 특별융자 신청을 가장한 문자에 포함된 출처가 불명확한 인터넷주소(URL) 또는 전화번호를 클릭하지 마세요.  2. 의심 문자를 받았거나 악성앱 감염이 의심되는 경우, 118센터(☎118)로 신고하시기 바랍니다.  3. 출처를 알수 없는 앱은 함부로 설치되지 않도록 스마트폰 보안설정을 강화하고, 앱 다운로드는 받은 문자의 링크를 통해 받지 말고 공인된 열린시장(오픈마켓)을 통해 설치할 것을 당부 드립니다."
ham,"SK텔레콤 서비스품질 개선을 위한 고객 의견 조사(2) [Web발신] [SKT] 이동통신 서비스품질 개선을 위한 고객 조사 안내  고객님, 안녕하세요. SK텔레콤을 이용해 주셔서 감사합니다. 더 나은 이동전화 서비스품질 개선을 위해 설문 조사를 진행하고 있습니다. 잠시 시간을 내어 고객님의 소중한 의견을 들려주세요.  ▶ 설문 참여하기(2~3분 소요) - http://www.skt-survey.com/m/20230913CMP005/90FAEDAC4A82A17E115D9932219E8EC5  ■ 문의 SKT 고객센터(114)  ※ 답변해주신 내용은 통계 분석에만 쓰이며, 다른 목적으로는 이용되지 않습니다.  고객님의 소중한 의견에 귀 기울여 더 큰 만족을 드리는 SK텔레콤이 되겠습니다.  무료 수신거부 1504"
ham,"[Web발신] [SKT] 악성앱 스미싱(피싱) 주의 안내  최근 모바일 청첩장, 택배 조회, 건강검진 결과조회 등 악성앱 링크가 포함된 메시지를 보내 피해자가 링크를 클릭하면 개인정보를 탈취, 피해자 명의 신규폰을 개통하여, 예금을 탈취하고 대출을 실행하는 사기수법이 확산되고 있어, 국민들이 꼭 알아야 할 4가지를 다음과 같이 알려드립니다.  1. 시티즌코난 등 모바일 보안앱 설치  2. 유사시 무조건 112로 신고  3. 본인도 모르는 휴대전화 개통을 사전에 방지 ※ 휴대전화 명의도용방지서비스(엠세이퍼)에 등록   4. 주말·연휴 중에도 전화(112)로 본인계좌 일괄지급정지 가능"
ham,"[Web발신] [SKT] 보이스피싱 피해 주의 안내  고객님, 안녕하세요.  최근 온라인(구인광고, 소개팅앱 등)을 통해 사람들을 유인한 후, 보이스피싱 범죄에 이용하는 사례가 발생하고 있습니다. 아래와 같은 사례들을 접하시는 경우 피해가 없도록 각별히 주의하시기 바랍니다.   ■ 주의가 필요한 사례  ① 투자금, 상환금 등을 회수하는 일을 도와줄 수 있냐며 회사 방문이나 면접 없이 고용하는 경우  ② 텔레그램, 카카오톡 등 메신저로 현금을 받는 업무를 지시하며, 가명 사용을 요구하는 경우   ③ 이동 시 택시를 이용하고, 요금은 현금 결제, 도착장소를 사진촬영해 전송을 요구하는 경우   ④ 수당을 자체 정산하고, 타인의 인적사항을 보내주며 ATM 무통장 송금을 지시하는 경우   ■ 대처 방법  보이스피싱과 관련된 의심스러운 일을 부탁 받는 경우 112로 신고하시기 바랍니다.  SK텔레콤은 고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다. SKT와 함께해 주셔서 감사합니다."
ham,"[SK텔레콤] 2024년 T 멤버십 예상 등급을 안내드립니다. [Web발신] [SKT] 2024년 T 멤버십 예상 등급 안내  고객님, 안녕하세요. 2024년 고객님의 T 멤버십 예상 등급은 VIP입니다.  VIP 고객님께서 누릴 수 있는 혜택을 소개해 드립니다.   ■ 첫째. VIP Pick - 영화 무료 3회 포함 연 12회, 취향 따라 직접 선택 가능한 VIP Pick!  ■ 둘째. 풍성한 제휴 할인/적립 ① 도미노피자, 피자헛, 파파존스 30% 할인/적립 ② 파리바게뜨 1,000원당 100원, 뚜레쥬르 1,000원당 150원 할인/적립 ③ CU/세븐일레븐 1,000원당 100원 할인/적립 ④ 배스킨라빈스 싱글레귤러 50% 할인/적립, 폴 바셋 10% 할인/적립 ⑤ 주요 국내 영화관 영화 관람권 최대 4,000원 할인  ■ 셋째. 매달 찾아오는 T day - 매달 첫 주, 매주 수요일마다 다양한 제휴사에서 풍성한 할인/적립 혜택을 받으실 수 있습니다.  ■ 넷째. 누구나 참여할 수 있는 포인트 리워드 - 출석 체크, 혜택 여행 스탬프, 룰렛 게임 등으로 포인트를 쌓아 보세요.  ▶ 자세히 보기: http://t-mms.kr/t.do?m=1522994870&s=23607&a=&u=http://bit.ly/3RhQPL8  ■ 유의 사항 - 2024년 1월 1일(월)부터 기존 멤버십 카드로 변경된 혜택을 이용하실 수 있습니다. - 일부 요금제의 경우, 요금제 변경에 따라 멤버십 등급이 변경될 수 있습니다. - T 멤버십 등급과 관련된 더 자세한 내용은 T 월드 앱/홈페이지 > 메뉴 > 혜택 > 나의 T 멤버십에서 확인하실 수 있습니다.  ■ 문의: SKT 고객센터(114)  SKT와 함께해 주셔서 감사합니다."
ham,"[SK텔레콤] 2024년 T 멤버십 예상 등급을 안내드립니다. [Web발신] [SKT] 2024년 T 멤버십 예상 등급 안내  고객님, 안녕하세요. 2024년 고객님의 T 멤버십 예상 등급은 VIP입니다.  VIP 고객님께서 누릴 수 있는 혜택을 소개해 드립니다.   ■ 첫째. VIP Pick - 영화 무료 3회 포함 연 12회, 취향 따라 직접 선택 가능한 VIP Pick!  ■ 둘째. 풍성한 제휴 할인/적립 ① 도미노피자, 피자헛, 파파존스 30% 할인/적립 ② 파리바게뜨 1,000원당 100원, 뚜레쥬르 1,000원당 150원 할인/적립 ③ CU/세븐일레븐 1,000원당 100원 할인/적립 ④ 배스킨라빈스 싱글레귤러 50% 할인/적립, 폴 바셋 10% 할인/적립 ⑤ 주요 국내 영화관 영화 관람권 최대 4,000원 할인  ■ 셋째. 매달 찾아오는 T day - 매달 첫 주, 매주 수요일마다 다양한 제휴사에서 풍성한 할인/적립 혜택을 받으실 수 있습니다.  ■ 넷째. 누구나 참여할 수 있는 포인트 리워드 - 출석 체크, 혜택 여행 스탬프, 룰렛 게임 등으로 포인트를 쌓아 보세요.  ▶ 자세히 보기: http://t-mms.kr/t.do?m=1522994870&s=23607&a=&u=http://bit.ly/3RhQPL8  ■ 유의 사항 - 2024년 1월 1일(월)부터 기존 멤버십 카드로 변경된 혜택을 이용하실 수 있습니다. - 일부 요금제의 경우, 요금제 변경에 따라 멤버십 등급이 변경될 수 있습니다. - T 멤버십 등급과 관련된 더 자세한 내용은 T 월드 앱/홈페이지 > 메뉴 > 혜택 > 나의 T 멤버십에서 확인하실 수 있습니다.  ■ 문의: SKT 고객센터(114)  SKT와 함께해 주셔서 감사합니다."
ham,"[Web발신] [SKT] 보이스피싱 피해 주의 안내  고객님, 안녕하세요.  최근 온라인(구인광고, 소개팅앱 등)을 통해 사람들을 유인한 후, 보이스피싱 범죄에 이용하는 사례가 발생하고 있습니다. 아래와 같은 사례들을 접하시는 경우 피해가 없도록 각별히 주의하시기 바랍니다.   ■ 주의가 필요한 사례  ① 투자금, 상환금 등을 회수하는 일을 도와줄 수 있냐며 회사 방문이나 면접 없이 고용하는 경우  ② 텔레그램, 카카오톡 등 메신저로 현금을 받는 업무를 지시하며, 가명 사용을 요구하는 경우   ③ 이동 시 택시를 이용하고, 요금은 현금 결제, 도착장소를 사진촬영해 전송을 요구하는 경우   ④ 수당을 자체 정산하고, 타인의 인적사항을 보내주며 ATM 무통장 송금을 지시하는 경우   ■ 대처 방법  보이스피싱과 관련된 의심스러운 일을 부탁 받는 경우 112로 신고하시기 바랍니다.  SK텔레콤은 고객님의 안전한 통신 생활을 위해 최선을 다하겠습니다. SKT와 함께해 주셔서 감사합니다."
ham,"[SKT안내] [Web발신] [SKT] 0플랜 라지의 기본제공 영상/부가통화를 처음 사용하셨습니다. 0플랜 라지의 기본제공 영상/부가통화가 298분52초 남았습니다.  ※ '부가통화'란   콜센터 등 전국 대표번호(예:1599,1588,02-1588 등)와 050, 060, 013 등으로 시작되는 번호로 발신한 통화입니다.  기본 제공량 소진 후에는 사용하시는 만큼 요금(음성 1.98원/초, 영상 3.3원/초) 부과되오니 유의하시기 바랍니다."
