v1,v2
ham,"안녕 하세요. 🙇‍♂️ 아저씨... 아니... 하버지... 저 는 중 2 때 담배 를 일찍 배워서 27살 때 까지 하루 에 3갑 씩 피웠고요. 28살 이 되던 1월 어느 하루 저녁 시간 에 TV 에서 생로 병사 라고 하는 방송 을 보게 되었는데요. 주제 가 폐 암 이었어요. 그 방송 에서 나오는 환자 들에 인터뷰 와 썩은 폐 에 모습 들을 보고 나서 설마 내 폐 도 저렇게 되는 건가? 하는 충격 을 받은 상태 로 다음 날 까지 도 담배 를 사서 피우다 문득. 전 날 밤. 그 영상 이 떠 올라서 지금 부터 라도 끊으면 건강 을 유지 시킬 수 있겠다 는 막연 한 생각 이 들어서 그 생각 을 한 후. 담배 3갑 을 새로 산 지. 3시간 만 에 2 개피 만 피운 담배 들을 제 손 으로 꺼내서 다 부러 트리고 뭉개서 쓰레기 통 에 버렸고 그 날 바로 끊었습니다. 그 순간 부터 지금 까지 담배 를 피우 지 않고 있어요. 무엇 인가 에 대해서 결단 을 내리는 건 쉽지만. 이 걸 바로 행동 으로 실행 에 옮기는 건 매우 어렵다고 하잖아요. 저 는 제 건강 에 대한 생각 에서 아픈 몸 으로 생명 을 유지 시키며 살아 가는 것 보다 건강 한 몸 으로 인생 을 즐기면서 미래 로 살아 나가는게 더 낫다 는 판단 으로 결단 을 내렸고 행동 으로 바로 실천 을 해서 지금 까지 담배 를 피우 지 않고 있고요. 지금 시점 에서 는 다른 사람 이 길 에서 담배 를 피워서 그 담배 연기 가 제 코 를 통 해서 폐 로 간접 흡연 을 하게 되면 열 이 받을 정도 로 짜증 이 나고 어쩔 때 에는 욱 해서 그 길 에서 담배 를 피우는 (길 빵) 사람 을 때릴 것 같은 충동 도 생기네요. 이렇듯. 사람 은 자기 가 직접 담배 를 피울 때 에는 다른 사람 에게 나 또한 피해 를 주고 있었다 는 자각 을 못 하다가 담배 를 끊게 되면서 깨닫게 되는 것 같고 나 역시 도 다른 사람 으로 부터 간접 흡연 이라는 피해 를 당 하게 되는 날 이 오더라고요. 인생 사. 새옹 지마. 같은 느낌 이에요. 이런 저런 경험 들을 하면서 그 때 를 다시 생각 을 해 봐 도 저 는 제가 담배 를 끊기 위한 결단 과 함께 행동 으로 바로 실천 을 했던 판단 이 옳았다고 생각 하고 있어요. 😉 담배 와 술 은 먹지 않겠다고 결심 이 섰을 때. 바로 실천 을 해야 된다고 생각 합니다. 흡연 을 1주일 정도 하지 않으니까. 어지러운 증상 도 생기고 담배 를 다시 피우고 싶은 욕구 같은 금단 증상 같은게 생기더라고요. 이런 유혹 들에 한 순간 만 잘 극복 을 하면 별 것 없더라고요. 담배 를 피우 지 않는 일 수 가 15일 정도 되면 입 이 바짝 마르고 걸을 때. 조금 만 걸어 도 땀 이 나고 뛸 때. 숨 이 차서 헉 헉 거렸어요. 저 는 15살 때 부터 알바 를 하면서 살다가 군대 를 다녀 와서 는 배달 일 을 중국 집 에서 했었는데. 담배 를 피우면서 일 을 했거든요. 배달 일 을 하면서 운 이 나쁜 경우 에는 아파트 30층 으로 배달 을 가야 되는데, 엘리베이터 가 수리 중 이라고 되어 있으면 현타 가 옵니다. 하필 이면 면 배달 이라서 면 이 불면 안되기 때문 에 바로 뛰어서 올라 갔던 적 도 엄청 많아요. 진짜 그런 날 에는 일 이 끝 나고 집 으로 가면 씻을 기운 도 없이 뻗어서 자요. 이 얘기 를 왜 했냐면요. 배달 일 을 할 때 에도 담배 를 주구 장창 피웠음 에도 아파트 30층 까지 뛰어서 올라 가 도 숨 이 차다고 하는 걸 못 느꼈는데. 담배 를 피우 지 않고 부터 걷거나 뛸 때. 숨 이 차더라고요. 그 때 에는 그랬고 지금 은 엄청 건강 해요. 빨리 걷기 로 2시간~3시간 도 걸어 다녀요. 뛰는 건 뛸 일 자체 가 없어서 뛰지 는 않고요. (귀찮) 😁 담배 를 끊으면서 담배 에 유혹 으로 부터 벗어 났던 제 개인 적인 방법 을 알려 드리자면 저 도 여러 가지 들을 다 시도 해 봤고 인터넷 이나 주변 에서 알려 줬던 방법 까지 다 시도 를 해 봤지만. 효과 도 없고 시간 과 돈 만 날리고 오히려 담배 를 빨리 피우고 싶다 는 충동 만 늘어서 실패 를 할 뻔 했어요. 저 혼자 터득 을 한 제 개인 적인 경험 은... 어느 것 이나 집중 을 해서 몰입 으로 연결 이 되는 걸 하는 거 에요. 저 같은 경우 는 게임 을 했어요. 현금 을 써서 하는 온라인 게임 말고요. 집 에서 컴퓨터 로 혼자 하는 삼국지 11 PK (파워 업 키트) 버전 이었나? 그 게임 은 전략 시뮬레이션 인데. 그 게임 을 우연히 알게 되서 쉬는 날 이나 가게 가 한가 해서 편 하게 일 하고 오는 날 이면 집 에 일찍 가서 삼국지 만 했어요. 머리 속 에 담배 가 아닌 (뭘 하고 싶다.) 라는 생각 을 넣고 (계속 반복 적 으로 생각 을 하는게 포인트 에요.) 이 대상 이 게임 이 아니어도 됩니다. 본인 이 원하는 걸 정 해서 하시면 됩니다. 운동 이나 산책 이나 등산 같은 것 도 좋아요. 조심 을 해야 되는 건 사람 들을 가려서 만나야 됩니다. (담배 를 피우는 지인 은 만나면 안되요) 이게 2번 째 포인트!!! 그리고 될 수 있으면 담배 를 피울 수 있는 환경 이나 구조 물 근처 에는 가지 않는 것. 마스크 에 착용 은 필수 이고요. 단순 하면서 도 철저 하게 지키면 되요. 복잡 하게 생각 을 할 필요 도 없고요. 처음 에만 적응 이 되지 않아서 복잡 하게 느껴 지는 것 이고 하다 보면 자기 만 에 방법 과 노하우 가 생기니까. 해 보시면서 본인 이 편한 방법 을 찾아 가시는 재미 로 끊으시면 됩니다. 이상. 쓰다 보니... 초 장문 에 글 이 되었네요. 이 초 장문 에 글 을 보는 사람 이 있을 지 는 모르겠지만... 아무튼 또 다시 글 을 쓰게 될 일 이 없을 것 같아서 복합 적인 생각 으로 쓰다 보니 길어 졌네요. 하버지 선생님 은 건강 관리 를 잘 하셔서 오래 오래 살아 주세요. 건강 하실 때 에 저희 아버지 를 보고 있는 것 같아서 기분 이 좋네요. 저희 아버지 는 돌아 가셨거든요. 폐 암 으로... 하버지 선생 님 은 늦 지 않으셨으니. 얼른 담배 를 끊어 주세요. 건강 하게 오래 사셔야 하버지 를 제 아버지 를 보듯 생각 을 하고 이 채널 을 통 해서 오래 뵙죠. 정말 살아 계셨을 때 에 저희 아버지 랑 똑 같으세요... 😭"
ham,재미있어요~😊
ham,금연 쉬워요
ham,어제부터 보는데 왜케 재밌냐 ㅎ😂
ham,ㅋㅋㅋㅋㅋㅋ    부녀가 행복해 보여요.
ham,그래서 알라도 00으로 나온다면 알라 아버지가 알라한테 미안하다 그러고 조용히 나가주신데
ham,술 안마셨데 자기가 술마신 증거가 있네 술 마신 증거를 대보레
ham,어짜피 눈이 풀려 있네 푸하하하~
ham,"영국에서 유전적으로 금연 연구했는데 유전자에 따라 금연에 대한 후유증. 즉 금단 증상 차이가 많이 다르다고 합니다.
금연이 의지만으로 할수 있는게 아니라고 
발표했습니다."
ham,하알라가족 늘행❤건강하사고 좋은일만가득하길바랄께요🎉
ham,하머니 2승 하버지 1승1패 하알라 1승1패 ㅋㅋㅋㅋㅋㅋㅋㅋ
ham,ㅋㅋㅋ재밌다
ham,ㄴㄱㅇㅁ
ham,하버지 승
ham,"술은 절대 안돼 
죽을수있어 
몸이 좀 좋아 졌다고 막 살면 안됌
오죽하면 부모가 이러냐구😢😢😢"
ham,아니 긍데 하알라 왜이렇게 예쁘냐.... 멀리서 영상 찍히는데 진짜 상당한 미모..
ham,알라야 너 아빠  윤석열 대통령 으로 변장시키면 대박
ham,12:44 살기가 느껴지는 뒤통수
ham,기지배 기분 납븐거 꼬시다
ham,아버님 너무 귀여우시다~~ㅋㅋㅋ
ham,ㅎㅎ 하버지 저런 댓글을 좋어 하시는 구나 ㅋㅋㅋ 하버지 승  하버지 최고
ham,그 아버지에 그딸 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 꿀잼
ham,누가보면 정신이 나간 줄ㅋㅋ
ham,3일 동안 밤낮 주야로 하알라님 유튜브 보다가 몸살이 옵니다
ham,근대 하알라는 술은 진짜 ..
ham,그리고 너 팬티보인다 푼수야
ham,쟤가 봤을때 어머님이 최종 승자인듯
ham,아빠의 마음은 자식생각 표현이  나름마다 들림
ham,ㅎㅎㅎㅎ 완전 빼박이네요 ㅎㅎㅎㅎ
ham,딸이 아빠하고 똑같이 닮았네 일단 부정하고 보기 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ham,알아 들을 수가 있어야지 원...
ham,하버지 만세~~~ 정의는 승리한다~~
ham,귀여우시다 ㅋ
ham,재미있네 ㅋㅋㅋㅋㅋ
ham,하알라님 응원해야는데 왜자꾸 하버지 편이되죠ㅠ
ham,어우껴😂😂😂
ham,ㅠㅠ 아버지가  사채업자 같냐 ㅋㅋㅋ
ham,하버지 ㅅㅅㅅㅅㅅㅅㅅㅅ
ham,"여기는 .. 늘 리얼함.ㅋㅋ
다음이ㅡ기대됩니다.. ㅎ"
ham,하버지 승 ㅋㅋㅋㅋ
ham,침대에서 더 더 더를 보게될줄야 ㅋㅋ
ham,ㅋㅋ 재밌다
ham,야는 대한민국  남자가 감당할수있는  없는 존재인거같은디 ㅎ
ham,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 악~😅
ham,ㅋㅋㅋㅋㅋ 하버즹~
ham,"이영상만 보시고 자녀 학대다 머 이러실분 분명히 있을듯 합니다...하지만 평소 보신분들은 압니다.
보시면 압니다..."
ham,두줄!!!!!!!!!!!!! 무조건 두줄!!!!!!!!!!!!
ham,ㅋㅋㅋㅋㅋ
ham,부녀간 대단한 집안   ㅎㅎ
ham,인과응보
ham,진짜 재미난 가족
ham,그런식으로  먹고살고 싶냐?
ham,The Hook ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ham,14:10 갸꿀~~ㅎㅎㅎㅎ😂😂😂
ham,하버지~~화이팅~~~!!!👍
ham,Would really love subtitles for us in the west
ham,우울증으로 쉬고있는 중인데                  하알라님과 하버지덕분에 요즘 웃습니다           😂😂😂
ham,채널이름을 바꿔...하버지 로..
ham,ㅍㅎㅎㅎㅎ😅
ham,"하버지의 재미난 저런모습은😊 좋은데,,,,,자꾸만 누군가 가 생각이 나는  영상,,,,,
지금 헌법재판 받는분,,,"
ham,너무 즐겁게 보는 사람입니다 근데 하버지보다 나이많은 사람두 많이 봐요 저두 나이가 하버지 보다 많아요
ham,예전에 어디 아프다고 했던거 같은데 괜찮아졌나요?
ham,피를 뽑아야 합니다. ㅡ뱀 파이어ㅡ
ham,하알라 따님이 귀옆네요 ㅋㅋㅋ
ham,내가 구독했으니 참아요
ham,너무 재미있어 3회정주행
ham,너무 잼있게  보고 있어요
ham,"하알리님 10만부터 구독했는데
이편이 정말 끝판왕입니다ㅋㅋㅋ"
ham,왜 술마시면 안되는거임?
ham,내기로 흥한자의 결말.....
ham,입금 장면 보고 싶어요
ham,진짜 둘이 추접까지 성격똑같다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ham,하부지 🎉🎉🎉🎉🎉🎉  무조건  하부지 하부지에게 잘해야함
ham,내가 왜 먹었을까 진심 후회중인 표정~~꼬시다!!!ㅋㅋㅋㅋㅋㅋㅋ
ham,이이부지 똘끼가 있네 에이 참
ham,하알라는 분명히 하버지 딸이 맞습니다! ㅋㅋ
ham,다 자업자득이니라.....ㅋㅋㅋ
ham,하알라 아버지 6각남 . 뇌 상위권에 저정도 사회성 극히 드물다 .융통성도 있고 특히 속도 깊다(이걸 알아본 어머니도 보는눈 존경). 멋잇음
ham,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ham,이것이 군자의 복수 ㅋㅋㅋㅋㅋ 하버지 화이팅
ham,X
ham,이경구도 울고갈 복수 부녀전.ㅋㅋ
ham,후회할라 가 됐네 ㅡㅡㅡ  ㅎㅎㅎㅎ
ham,"담배를 안폈는데 물을 그렇게 많이 마십니까?
뻔한걸 .....
그래도 재밌네요."
ham,부전여전이닼ㅋㅋㅋ
ham,당연히 술을 안먹었으면 피을 뽑아야지
ham,ㅋㅋㅋㅋㅋㅋㅋ하부지 웃음소리 ㅋㅋㅋㅋㅋㅋ행복하신거죠?ㅋㅋㅋㅋ
ham,Please add English subtitles!!!!
ham,아 진짜 너무 재밌다 아저씨 화이팅!
ham,언니도 부모님한테 복수를 해주세요😊❤
ham,싫어요 눌렀음😮
ham,에휴~뭐래~할아버지가 이상하구먼~😂😂😂😂😂
ham,ㅎㅎㅎ 전쟁이다 ㅋㅋㅋ😂😂😂😂
ham,素敵な家族です。
ham,"인정하는것이
맘 편함
이겨서 좋을것 없음"
ham,전쟁이다!!!! ㅋㅋㅋㅋㅋㅋㅋ 자강두천이네요 ㅋㅋㅋ
ham,ㅋㅋㅋㅋ
ham,앜ㅋㅋㅋ겁나웃기네
ham,하일리 이쁘게 자랐네..근데 어릴 때도 이뻤는데
ham,선우  바보야..  그전에  술안먹은상태로 옷에 술묻혀서 함정 파야지..
ham,저도 하버지승했습니다 ㅋㅋㅋㅋㅋㅋㅋㅋ
ham,에비가 변태 세키네
ham,미친 집구석이네
ham,하버지님 두 줄 여론 참여와 벌금 보전 해드리면 선우님 남편 면접 스펙 완하해 주십니까?
ham,죄를 알렷습니다 하알라님이ㅋㅋㅋ 고생하셧습니다^^
ham,영상보면 진짜 너무 행복해지네요😊
ham,ㅋㅋㅋ 피뽑으러가자는 말을 기각하기엔 소변채취를 이미하셨어서  이건 선우가 할말이 없다
ham,"민우형 괜찮나,,,?호주 홍수땜에 걱정된다ㅜㅜㅜ"
ham,복수 하다가 또 당함
ham,알라님이랑 하부지랑 싸우는게 제일 재밌음ㅋㅋㅋ
ham,"하버지님 ^^ 딸에게 당한거 생각하면 제 마음이 아프네요 ^^ 힘내시고요 ^^ 
딸에게 치매걸린척 ㄱㄱ"
ham,응 이거 어지서 본거같은데 ㅋㅋㅋ 니코틴 2탄 맞네요 ㅋㅋㅋㅋㅋ
ham,하버지 최고 ㅋㅋ
ham,니코틴 중독 vs 알콜 중독
ham,일반인이 음주  축정  해도 되나
ham,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ham,딸은 아빠를 닮는 다는게 맞나봐요...
ham,하버지 승!
ham,🤣🤣🤣🤣🤣🤣
ham,앙꼬귀엽 ㅋㅋㅋ
ham,ㅋㅋㅋ복수
ham,"주는대로 돌아오는거임 
크게 당하시겠는대 알라씨"
ham,하버지 볼때마다 영화배우 최병모 닮은거 같음
ham,아버지 컨텐츠각 쥑이네요ㅎㅎㅎㅎㅎㅎ
ham,이야  87만 축하합니다 승승장구 하시길
ham,하머니 옆모습 콧대 보소....헐....하알라가 짐
ham,와 술을 200만원 +@ 어치 드셧네~
ham,하버지 아직도 가오 떨어지는 소리중이시네요😂😂😂😂
ham,쇼파는 왜 천으로 덮으셨을까요? 하머니!! 궁금해요
ham,에휴.  매일 싸워
ham,딱 한번 노크....ㅋㅋㅋ
ham,하알라 발보다 하버지 손에서 더 냄새날듯.... 죄송여
ham,복수에  복수
ham,ㅋㅋㅋ 유쾌한 부녀사이~~
ham,ㅋㅋㅋㅋㅋㅋㅋㅋ하버지의 사랑이.느껴집니?
ham,괜찮은 아이디어 있어서 메일을 보냇더니 차단을 당함...
ham,"하버지.. 하알라 같은 딸이 있다는건 정말 축복받은겁니다..물론 하알라가 아퍼서 마음고생은 했겟지만,  정말 이쁜 딸은 맞잖아요.."
ham,"하버지 이분이 한미반도체에서 상무셨다니... 
심지어 삼성전자가 한미반도체 기술유출, 절도했을때 소송대응하셨다니... 
믿을수가없다.."
ham,ㅋㅋㅋㅋ
ham,"선우씨가  어찌 복수를 할지😅😅
고생이 많으세요
살아생전 잘 해드리세요 ❤❤"
ham,많이  쪼잖하시네요 하버지
ham,"어른으로 말 안되는 이유되지 마시고 
부인과 귀여운 따님의 의견을 존중 하세요
같은 남자로서 챙피합니다"
ham,ㅋㅋㅋㅋㅋ  그러나저러나 앙꼬는 넘 귀여워 ^^ 앙꼬 앙꼬 앙꼬❤❤❤
ham,암 걸리고 한결같이 술자리를 가까이하면 왜그래요
ham,😂😂😂😂😂
ham,복수혈전....ㅋㅋㅋ
ham,하버지 렬이 형님  같으셔
ham,하버지 힘내새요 ㅠㅠ
ham,하알라님 혹시 하버지 팬미팅 같은거는 안하나요? 무조건 갈 자신있는데…
ham,감사합니다
ham,알라님 혹시 거실에 깔아둔거 강아지 미끄럼방지 타일 맞나요..? 어디서 샀는지 제품 정보좀 알려주세요ㅠㅠ
ham,맞아야겠네  맞아야 정신차리지...ㅋ..ㅋㅋㅋㅋㅋㅋ
ham,하머니만 양쪽에서 돈 받고 승자자나
ham,웃음 포인트 참 많네요 ㅋㅋㅋ 술도 안먹고 담배도 안 피는 사람으로서 그렇게 힘들까 싶은데 진짜 힘들긴한가 보네요 ㅋㅋㅋ
ham,둘다 지키지 못할 약속을 하셨군요~
ham,14:31 ㅋㅋㅋㅋㅋ
ham,"안녕하세요 영상 재밌게 잘 봤습니다 
하버지께서 제대로 벼르신거 같아 보이네요 ㅎㅎ 
하알라님 업보 재대로 쎄게 돌려 맞으신거 같네요ㅎㅎ"
ham,아빠니 ㅇㅇ 아
ham,고생하시네요
ham,울아바지가 췌장1기라
ham,재미잇네 ~~ ㅎㅎ 하버지편 할래 나두!!
ham,ㅋㅋ 진심인 하버지 진짜 웃김
ham,😂😂😂😂👏👏👏❤❤❤❤❤❤❤👍
ham,저 상황에 강아지 차분한거 ㅋㅋ
ham,아 썸네일 보고 어케 안들어가냐고 ㅋㅋ
ham,"하버지님 재밌어서 구독하구 팬이 되었습니다~
하버지님 화이팅"
ham,아 정의 롭다!
ham,부녀가 아주 사이좋으십니다~~!!! 보기좋아요!!!!ㅎㅎㅎㅎ
ham,대한민국 음주측정 국룰이구나~! 불라고 하면 더럽게 안 불던데... 이거 보고 또 따라할라 ㅡㅡ 걍 시원하게 불면 얼마나 깔끔하노 추하고 벌금내고...   오늘의 교훈 가는말이 고와야 오는말도 곱다
ham,ㅋㅋㅋㅋ 화목한 가정입니다 아빠 가 딸을 사랑하는 모습이  과하게 보입니다
ham,근친상갖❤
ham,"유튜브 보면서 댓글 잘 안다는데 ㅎㅎㅎㅎㅎㅎㅎㅎㅎ 하버지 마음 이해하고 응원합니다. 금연이 정말 어렵긴 어렵습니다. 
아버지와 딸과의 복수혈전 정말 재밌게 봤어요 ㅎㅎ 하알라의 마지막 좌절의 머리 쓸어넘김 ㅋㅋㅋㅋㅋㅋ 이런걸로 가족간의 즐거움과 행복이 느껴져서 볼때마다 재밌네요
하버지 금연 꼭 성공하시구요~~ 하알라 금주도 꼭(?) 성공하세요
그래도 세상의 모든 아빠들은 하버지의 마음 공감할겁니다^^ 금연의 어려움을 ㅎㅎㅎ"
ham,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 초6 내 딸이랑 나를 보는듯한
ham,담배는 끊는게아니라 참는겁니다.
ham,근데 굳이 이런 컨텐츠를 만들어야 하나;;;;
ham,화장끼 있는거 보니까 술 먹었네 😅
ham,피 뽑는데 음주운전 단속 현장에서 하던데
ham,"간만에 들러갑니다
여전히 즐거워 보이시니 좋네요 ~"
ham,ㅍㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ 하버비 퐈이띵
ham,진짜 절대로 평생 혼자 살아야한다
ham,"아, 자야되는데..출근 한시간전에 썸네일에 끌려서 재밌게 보고갑니닼ㅋㅋㅋ"
ham,햇살받는 마시마로 너무 귀엽다.. 앙꼬 엉덩이 치명적.. ㅋ
ham,하알라가 당하니까 하버지 당할때보다 배는 속이 시원함ㄱㅋㅋ
ham,쪼잔한 꼰대....ㅉㅉㅉ
ham,음주단속 현장을보는 거같네요 ㅎㅎ
ham,10:09 진짜 궁지에 몰린 쥐와 그런 쥐를 가지고 노는 고양이의 모습 같다 ㅋㅋㅋ
ham,분명 없는 집은 아니에요 하알라님 시집가야 합니다 누구 없어요?
ham,하버지 이겨라~!!!! 속이다 후련하네 ㅋㅋㅋㅋ
ham,인과응보 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ham,"ㅎㅎ 복수헐전인가요?
언제나 건강한 웃음을 주셔서 감사드려요
행복하시고, 존 영상  기다립니다^^ 😂😂😂😂"
ham,하버지 나이스!!!!!!!!!!
ham,올블랙 알라 ㅈㄴ 이쁨ㅋㅋㅋㅋ
ham,"하알라~~~~
 미인이세요.
아빠.엄마도멋져요~~"
ham,ㅋㅋㅋㅋㅋㅋㅋㅋ복수다!!!!!
ham,하버지 복수 성공 ㅋㅋㅋㅋㅋㅋ
ham,측정거부 ㅋㅋㅋ피뽑아 ㅋㅋㅋ
ham,네줄 아니였어요?
ham,"무슨 조폭도 아니고, 욕설만 난무하네..."
ham,유쾌한 영상들 잘 보고 있습니다 덕분에 많이 웃네요 하버지 파이팅~~~~
ham,한자는...딸을 가르키는 말이 없다 부전자전도 아니고 ...피가 진짜 못속인다.
ham,친아버지 맞나요  상당히 폭력적이네요
ham,역시 아부지 !!!!!
ham,이쁘긴 신기할정도록이쁘다
ham,기지배야 현주형 건드려서 그래댄거얔ㅋ협조를 그렇게 해줬는데 불어?ㅋㅋㅋ
ham,생물 유전자검사  필요.  찐짜로 딸과 아빠 사이인지  필요.  몰래  카메라
ham,우아....어찌 이리 똑같은 부녀가....😮
ham,하버지께 제대로 당한 하알라 😂😂😂😂😂😂😂😂😂😂
ham,치밀한 완벽한 복수😂😂
ham,다음 컨텐츠로 이 추운 겨울에는 역시 먹방이 좋을거 같아욤 가족컨텐츠 북방산 개구리구이 ㄱㄱ
ham,갱규행님의 복수혈전을 능가하다못해 2단 옆차기로 시작해서 뒤통수를 휘갈기는 스토리 전개가 다음 영상을 기대하게 맹기는구먼!
ham,저거 현주 아저씨가 준거네 복수 한다고
ham,복수전인가요 ㅋㅋㅋㅋㅋ
ham,하. 졸라. 욱끼네.
ham,"와저걸 어디서 삿대 ㅋㅋ
하버지 그러개까지 햇어애했냐 ㅋㅋ"
ham,최후의 승자는 어머니시네요~^
ham,ㅋㅋㅋ 넘 잼있다 ❤❤❤
ham,난 언제나 우리 하버지 편ㅋㅋ 👍
ham,고집 세다
ham,권선징악 해피엔딩이군요
ham,이 와중에 소름 돋는건 하머니도 하버지 안말리심ㅋㅋ
ham,이게 업보청산인가 ㅋㅋㅋㅋㅋ
ham,복수는 복수를 부르는법 ㅋㅋㅋㅋ하알라님 어떤 복수를 꿈꾸시나여 넘넘 궁금합니다 ㅋㅋ행복한 25년도 보내셔요~~♡
ham,ㅋㅋ 입금확실이~~ㅋ
ham,똑같이 당할줄알았다 ㅋㅋㅋ
ham,ㅋㅋㅋㅋㅋ깔깔깔깔
ham,담배 vs 술 컨텐츠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ham,인과응보다. ㅎㅎㅎ 하알라 술 자주 마시면 머리에 구멍 생겨요. ~~~ 모든 지 적당한게 좋아요 ^^
ham,하하하빨리입금하세욬ᄏᅠᄏᅠᄏᅠ
ham,하버지 하알라 천재들인듯..어떻게 이런 컨텐츠를 생각해내는건지 몇십억 들인 예능보다 더 재미있어요😂
ham,역시 부전여전이라고... 옛날선조말 틀린게읎다
ham,하버지승 ㅋㅋ
ham,ㅋㅋㅋㅋㅋㅋ 엄청 웃었습니다 ㅋㅋㅋ
ham,흡연과 음주로 이런 콘텐츠를 만들다니 ㅋㅋㅋ
ham,늘 재밌게 보고 있지만 화질을 좀 이제는 4k로 할 수 없나요?? 요즘 대세가 다 4k로 가는 분위기인데...좀 더 깨끗하게 보고 잡네요..
ham,너~~무 재밌어~~~~
ham,너무너무 부럽네요 😂
ham,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ 참 다이나믹 합니다
ham,ㅋㅋㅋㅋㅋ 10일동안 외출하면 매번 검사 하시겠네요
ham,알하다 추라야..
ham,복수는 이렇게 ㅋㅋㅋㅋ😊😢😂
ham,하버지 우기지마세요 제가 봤는데 두줄아니였어요 돈받았고 했으면 인정하세요
ham,마시는물이름
ham,아버님 새해복많이받으세요 화이팅
ham,이번만큼은 하버지를 응원했어요 ㅋㅋㅋㅋㅋㅋ😂
ham,갑자기 선우야 개웃기네 ㅋㅋㅋㅋㅋㅋ
ham,진짜 마르셨구나😮
ham,하버지 화이팅 😅😅😅🎉🎉🎉
ham,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 부전자전이시네요
ham,야 이기집애야 빤스 보인다 ㅋㅋㅋ
ham,음주측정기 어디서 구매 링크좀 알려주세요!!  요거 재미있네여 ㅋㅋ
ham,허버지 화이팅!!
ham,ㅉㅉㅉ 기지배 ㅋㅋㅋ 벌써부터 후속편이 기대가 되잖아 이 기집애야 ㅋㅋㅋ
ham,"하형님 전 10년째 입니다 
저보다 더 하신분들도 계시지만 ㅎㅎ"
ham,앜 너무 웃겨~ 진짜 가족분들 덕분에 유튜브 잘보고 가요~ 모두 화이팅!!~
ham,하버님 후드티 잘어울리세요!!
ham,"니😅애비한ㅌㅐ
ㆍ5🎉5"
ham,"저도 7년동안 담배을 끝었썻는데 스트레스 때문에 다시 피웠습니다 .
인생은 짧어요 사람이 살면 얼마나 살겠어요 그냥 즐기세요.
요즙 담배피는 사람들 설자리가 없어요~슬퍼요^^^"
ham,"제대로 당하셨네...  이건뭐 빼박이네요.
조용히 입금시켜드리세요...."
ham,하버지 너무좋다
ham,아~ ㅎㅎㅎㅎ 시원하다. 하버지 형님 오~ 오~~~~
ham,14:10 전 하버지 웃음소리가 제일 좋아요😂
ham,하알라도 하알라지만 하부지는 언제즈음 철이 드실지 하머니가 걱정 심히 하실듯!!! ㅋㅋㅋㅋㅋ
ham,유쾌 통쾌 상쾌
ham,하버지 복수 성공 축하드립니다🎉🎉🎉 이런 복수 한번더 하시면 좋겠습니다🎉🎉🎉🎉
